decision_id,occurrence_id,record_kind,review_priority,confidence,provisional,unit_id,semantic_unit_id,part_title,chapter_title,section_title,source_term_or_construction,intended_sense,chosen_rendering,source_path,source_file_sha256,source_line_start,source_line_end,source_byte_start,source_byte_end_exclusive,source_excerpt,target_path,target_file_sha256,target_line_start,target_line_end,target_byte_start,target_byte_end_exclusive,target_excerpt,reader_status,reader_artifact,reader_artifact_sha256,reader_printed_page,reader_pdf_page,reader_provenance_or_reason,evidence_path,evidence_sha256,please_double_check_question
TERM-ENUMERABLE,ps-Arab-PK-OCC-003267,terminology,high,medium,true,OLP-0029,OLP-0029-B022,سټونه، تابعې او اړيکې,د سټونو کچه,شمېرنې او \usetoken{S}{enumerable} سټونه,enumerable / countable / uncountable,enumerable / countable / uncountable,د شمېر وړ / د شمېر نۀ وړ,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,bf6be35c0e393cb6e1d227f8e9024df4216792e663f23beb7277045487acfa67,172,177,7061,7364,"\begin{prob} Show that if $B \subseteq A$ and $A$ is !!{enumerable}, so is~$B$. To do this, suppose there is !!a{surjective} function $f\colon \PosInt \to A$. Define !!a{surjective} function~$g\colon \PosInt \to B$ and prove that it is !!{surjective}. What happens if $B = \emptyset$? \end{prob}",ps-Arab-PK/content/sets-functions-relations/size-of-sets/enumerability.tex,9b2c62c858b4140bdde380d00f06b3ea7a73faf1bb8c8884a3774fb513ee7c3a,176,182,9475,9879,\begin{prob} وښيئ چې که $B \subseteq A$ او $A$ !!{enumerable} وي، نو~$B$ هم داسې دے۔ د دې دپاره فرض کړئ چې يوه !!a{surjective} تابع $f\colon \PosInt \to A$ شته۔ يوه !!a{surjective} تابع~$g\colon \PosInt \to B$ تعريف کړئ او ثابته کړئ چې !!{surjective} ده۔ که $B = \emptyset$ وي، څه پېښېږي؟ \end{prob},pending,,,,,No stable verified line-to-page mapping currently contains this semantic segment; no page was guessed.,evidence/SEGMENT_CANON_USE.jsonl,8b255fbd4cc87bf05c1d8d6412b77321c3f51fdeee8207bb91d66ceadea5b3df,"In Pakistani Pashto mathematical prose, is «د شمېر وړ / د شمېر نۀ وړ» the clearest conventional rendering of “enumerable / countable / uncountable” while preserving the distinctions in the rationale? If not, what exact replacement and inflected forms should be used?"
TERM-ENUMERABLE,ps-Arab-PK-OCC-003268,terminology,high,medium,true,OLP-0029,OLP-0029-B023,سټونه، تابعې او اړيکې,د سټونو کچه,شمېرنې او \usetoken{S}{enumerable} سټونه,enumerable / countable / uncountable,enumerable / countable / uncountable,د شمېر وړ / د شمېر نۀ وړ,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,bf6be35c0e393cb6e1d227f8e9024df4216792e663f23beb7277045487acfa67,179,184,7370,7610,"\begin{prob} Show by induction on $n$ that if $A_1$, $A_2$, \dots, $A_n$ are all !!{enumerable}, so is $A_1 \cup \dots \cup A_n$. You may assume the fact that if two sets $A$ and~$B$ are !!{enumerable}, so is~$A \cup B$. \end{prob}",ps-Arab-PK/content/sets-functions-relations/size-of-sets/enumerability.tex,9b2c62c858b4140bdde380d00f06b3ea7a73faf1bb8c8884a3774fb513ee7c3a,184,189,9885,10221,\begin{prob} پر $n$ د استقرا په وسيله وښيئ چې که $A_1$، $A_2$، \dots، $A_n$ ټول !!{enumerable} وي، نو $A_1 \cup \dots \cup A_n$ هم داسې دے۔ دا حقيقت فرضولے شئ چې که دوه سټونه $A$ او~$B$ !!{enumerable} وي، نو~$A \cup B$ هم داسې دے۔ \end{prob},pending,,,,,No stable verified line-to-page mapping currently contains this semantic segment; no page was guessed.,evidence/SEGMENT_CANON_USE.jsonl,8b255fbd4cc87bf05c1d8d6412b77321c3f51fdeee8207bb91d66ceadea5b3df,"In Pakistani Pashto mathematical prose, is «د شمېر وړ / د شمېر نۀ وړ» the clearest conventional rendering of “enumerable / countable / uncountable” while preserving the distinctions in the rationale? If not, what exact replacement and inflected forms should be used?"
TERM-ENUMERABLE,ps-Arab-PK-OCC-003269,terminology,high,medium,true,OLP-0029,OLP-0029-B024,سټونه، تابعې او اړيکې,د سټونو کچه,شمېرنې او \usetoken{S}{enumerable} سټونه,enumerable / countable / uncountable,enumerable / countable / uncountable,د شمېر وړ / د شمېر نۀ وړ,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,bf6be35c0e393cb6e1d227f8e9024df4216792e663f23beb7277045487acfa67,186,192,7612,8024,"Although it is perhaps more natural when listing the !!{element}s of a set to start counting from the $1$st !!{element}, mathematicians like to use the natural numbers~$\Nat$ for counting things. They talk about the $0$th, $1$st, $2$nd, and so on, !!{element}s of a list. Correspondingly, we can define an enumeration as !!a{surjective} function from $\Nat$ to~$A$. Of course, the two definitions are equivalent.",ps-Arab-PK/content/sets-functions-relations/size-of-sets/enumerability.tex,9b2c62c858b4140bdde380d00f06b3ea7a73faf1bb8c8884a3774fb513ee7c3a,191,197,10223,10858,که څه هم د يوه سټ د \psOblique{!!{element}s} د لړ کولو پر وخت ښايي له $1$م \psOblique{!!{element}} څخه شمېر پيلول زيات طبيعي ښکاري، رياضي پوهان د څيزونو د شمېرلو دپاره طبيعي عددونه~$\Nat$ کارول خوښوي۔ دوے د لړ د $0$م، $1$م، $2$م، او داسې نورو \psOblique{!!{element}s} خبرې کوي۔ له دې سره سم، شمېرنه له $\Nat$ څخه~$A$ ته د يوې \psOblique{!!a{surjective}} تابعې په توګه تعريفولے شو۔ البته، دواړه تعريفونه همارزښته دي۔,pending,,,,,No stable verified line-to-page mapping currently contains this semantic segment; no page was guessed.,evidence/SEGMENT_CANON_USE.jsonl,8b255fbd4cc87bf05c1d8d6412b77321c3f51fdeee8207bb91d66ceadea5b3df,"In Pakistani Pashto mathematical prose, is «د شمېر وړ / د شمېر نۀ وړ» the clearest conventional rendering of “enumerable / countable / uncountable” while preserving the distinctions in the rationale? If not, what exact replacement and inflected forms should be used?"
TERM-ENUMERABLE,ps-Arab-PK-OCC-003270,terminology,high,medium,true,OLP-0029,OLP-0029-B025,سټونه، تابعې او اړيکې,د سټونو کچه,شمېرنې او \usetoken{S}{enumerable} سټونه,enumerable / countable / uncountable,enumerable / countable / uncountable,د شمېر وړ / د شمېر نۀ وړ,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,bf6be35c0e393cb6e1d227f8e9024df4216792e663f23beb7277045487acfa67,194,197,8026,8178,\begin{prop}\ollabel{prop:enum-shift} There is !!a{surjection} $f\colon \PosInt \to A$ iff there is !!a{surjection} $g\colon \Nat \to A$. \end{prop},ps-Arab-PK/content/sets-functions-relations/size-of-sets/enumerability.tex,9b2c62c858b4140bdde380d00f06b3ea7a73faf1bb8c8884a3774fb513ee7c3a,199,202,10860,11059,\begin{prop}\ollabel{prop:enum-shift} يوه !!a{surjection} $f\colon \PosInt \to A$ هله او يوازې هله شته چې يوه !!a{surjection} $g\colon \Nat \to A$ شته وي۔ \end{prop},pending,,,,,No stable verified line-to-page mapping currently contains this semantic segment; no page was guessed.,evidence/SEGMENT_CANON_USE.jsonl,8b255fbd4cc87bf05c1d8d6412b77321c3f51fdeee8207bb91d66ceadea5b3df,"In Pakistani Pashto mathematical prose, is «د شمېر وړ / د شمېر نۀ وړ» the clearest conventional rendering of “enumerable / countable / uncountable” while preserving the distinctions in the rationale? If not, what exact replacement and inflected forms should be used?"
TERM-ENUMERABLE,ps-Arab-PK-OCC-003271,terminology,high,medium,true,OLP-0029,OLP-0029-B026,سټونه، تابعې او اړيکې,د سټونو کچه,شمېرنې او \usetoken{S}{enumerable} سټونه,enumerable / countable / uncountable,enumerable / countable / uncountable,د شمېر وړ / د شمېر نۀ وړ,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,bf6be35c0e393cb6e1d227f8e9024df4216792e663f23beb7277045487acfa67,199,204,8180,8455,"\begin{proof} Given !!a{surjection} $f\colon \PosInt \to A$, we can define $g(n) = f(n+1)$ for all $n \in \Nat$. It is easy to see that $g\colon \Nat \to A$ is !!{surjective}. Conversely, given !!a{surjection} $g\colon \Nat \to A$, define $f(n) = g(n-1)$. \end{proof}",ps-Arab-PK/content/sets-functions-relations/size-of-sets/enumerability.tex,9b2c62c858b4140bdde380d00f06b3ea7a73faf1bb8c8884a3774fb513ee7c3a,204,210,11061,11481,\begin{proof} د ورکړل شوې \psOblique{!!a{surjection}} $f\colon \PosInt \to A$ دپاره، د ټولو $n \in \Nat$ دپاره $g(n) = f(n+1)$ تعريفولے شو۔ په اسانه ښکاري چې $g\colon \Nat \to A$ يوه !!{surjective} تابع ده۔ برعکس، د ورکړل شوې \psOblique{!!a{surjection}} $g\colon \Nat \to A$ دپاره، $f(n) = g(n-1)$ تعريف کړئ۔ \end{proof},pending,,,,,No stable verified line-to-page mapping currently contains this semantic segment; no page was guessed.,evidence/SEGMENT_CANON_USE.jsonl,8b255fbd4cc87bf05c1d8d6412b77321c3f51fdeee8207bb91d66ceadea5b3df,"In Pakistani Pashto mathematical prose, is «د شمېر وړ / د شمېر نۀ وړ» the clearest conventional rendering of “enumerable / countable / uncountable” while preserving the distinctions in the rationale? If not, what exact replacement and inflected forms should be used?"
TERM-ENUMERABLE,ps-Arab-PK-OCC-003272,terminology,high,medium,true,OLP-0029,OLP-0029-B027,سټونه، تابعې او اړيکې,د سټونو کچه,شمېرنې او \usetoken{S}{enumerable} سټونه,enumerable / countable / uncountable,enumerable / countable / uncountable,د شمېر وړ / د شمېر نۀ وړ,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,bf6be35c0e393cb6e1d227f8e9024df4216792e663f23beb7277045487acfa67,206,206,8457,8492,This gives us the following result:,ps-Arab-PK/content/sets-functions-relations/size-of-sets/enumerability.tex,9b2c62c858b4140bdde380d00f06b3ea7a73faf1bb8c8884a3774fb513ee7c3a,212,212,11483,11537,له دې لاندې پايله ترلاسه کېږي:,pending,,,,,No stable verified line-to-page mapping currently contains this semantic segment; no page was guessed.,evidence/SEGMENT_CANON_USE.jsonl,8b255fbd4cc87bf05c1d8d6412b77321c3f51fdeee8207bb91d66ceadea5b3df,"In Pakistani Pashto mathematical prose, is «د شمېر وړ / د شمېر نۀ وړ» the clearest conventional rendering of “enumerable / countable / uncountable” while preserving the distinctions in the rationale? If not, what exact replacement and inflected forms should be used?"
TERM-ENUMERABLE,ps-Arab-PK-OCC-003273,terminology,high,medium,true,OLP-0029,OLP-0029-B028,سټونه، تابعې او اړيکې,د سټونو کچه,شمېرنې او \usetoken{S}{enumerable} سټونه,enumerable / countable / uncountable,enumerable / countable / uncountable,د شمېر وړ / د شمېر نۀ وړ,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,bf6be35c0e393cb6e1d227f8e9024df4216792e663f23beb7277045487acfa67,208,211,8494,8640,\begin{cor}\ollabel{cor:enum-nat} A set $A$ is !!{enumerable} iff it is empty or there is !!a{surjective} function $f\colon \Nat \to A$. \end{cor},ps-Arab-PK/content/sets-functions-relations/size-of-sets/enumerability.tex,9b2c62c858b4140bdde380d00f06b3ea7a73faf1bb8c8884a3774fb513ee7c3a,214,217,11539,11728,\begin{cor}\ollabel{cor:enum-nat} سټ $A$ هله او يوازې هله !!{enumerable} دے چې تش وي يا يوه !!a{surjective} تابع $f\colon \Nat \to A$ شته وي۔ \end{cor},pending,,,,,No stable verified line-to-page mapping currently contains this semantic segment; no page was guessed.,evidence/SEGMENT_CANON_USE.jsonl,8b255fbd4cc87bf05c1d8d6412b77321c3f51fdeee8207bb91d66ceadea5b3df,"In Pakistani Pashto mathematical prose, is «د شمېر وړ / د شمېر نۀ وړ» the clearest conventional rendering of “enumerable / countable / uncountable” while preserving the distinctions in the rationale? If not, what exact replacement and inflected forms should be used?"
TERM-ENUMERABLE,ps-Arab-PK-OCC-003274,terminology,high,medium,true,OLP-0029,OLP-0029-B029,سټونه، تابعې او اړيکې,د سټونو کچه,شمېرنې او \usetoken{S}{enumerable} سټونه,enumerable / countable / uncountable,enumerable / countable / uncountable,د شمېر وړ / د شمېر نۀ وړ,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,bf6be35c0e393cb6e1d227f8e9024df4216792e663f23beb7277045487acfa67,213,225,8642,9504,"We discussed above that a list of !!{element}s of a set~$A$ can be turned into a list without repetitions. This is also true for enumerations, but a bit harder to formulate and prove rigorously. Any function $f\colon \PosInt \to A$ must be defined for all $n \in \PosInt$. If there are only finitely many !!{element}s in~$A$ then we clearly cannot have a function defined on the infinitely many !!{element}s of~$\PosInt$ that takes as values all the !!{element}s of~$A$ but never takes the same value twice. In that cas…",ps-Arab-PK/content/sets-functions-relations/size-of-sets/enumerability.tex,9b2c62c858b4140bdde380d00f06b3ea7a73faf1bb8c8884a3774fb513ee7c3a,219,232,11730,12960,پورته مو بحث وکړ چې د سټ~$A$ د \psOblique{!!{element}s} لړ په بې تکراره لړ اړول کېدے شي۔ دا د شمېرنو دپاره هم رښتيا ده، خو په کره ډول ئې بيانول او ثابتول لږ ګران دي۔ هره تابع $f\colon \PosInt \to A$ بايد د ټولو $n \in \PosInt$ دپاره تعريف شوې وي۔ که په~$A$ کښې يوازې متناهي شمېر !!{element}s وي، نو په ښکاره داسې تابع نۀ شو لرلے چې د~$\PosInt$ په نامتناهي شمېر \psOblique{!!{element}s} تعريف شوې وي، د~$A$ ټول !!{element}s د قيمتونو په توګه واخلي، خو هېڅکله يو قيمت دوه ځله وانخلي۔ په دې حالت کښې، يعنې کله چې بې تکراره…,pending,,,,,No stable verified line-to-page mapping currently contains this semantic segment; no page was guessed.,evidence/SEGMENT_CANON_USE.jsonl,8b255fbd4cc87bf05c1d8d6412b77321c3f51fdeee8207bb91d66ceadea5b3df,"In Pakistani Pashto mathematical prose, is «د شمېر وړ / د شمېر نۀ وړ» the clearest conventional rendering of “enumerable / countable / uncountable” while preserving the distinctions in the rationale? If not, what exact replacement and inflected forms should be used?"
TERM-ENUMERABLE,ps-Arab-PK-OCC-003275,terminology,high,medium,true,OLP-0029,OLP-0029-B030,سټونه، تابعې او اړيکې,د سټونو کچه,شمېرنې او \usetoken{S}{enumerable} سټونه,enumerable / countable / uncountable,enumerable / countable / uncountable,د شمېر وړ / د شمېر نۀ وړ,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,bf6be35c0e393cb6e1d227f8e9024df4216792e663f23beb7277045487acfa67,227,231,9506,9747,"\begin{prop}\ollabel{prop:enum-bij} If $f\colon \PosInt \to A$ is !!{surjective} (i.e., an enumeration of~$A$), there is !!a{bijection} $g\colon Z \to A$ where $Z$ is either~$\PosInt$ or $\{1, \dots, n\}$ for some~$n \in \PosInt$. \end{prop}",ps-Arab-PK/content/sets-functions-relations/size-of-sets/enumerability.tex,9b2c62c858b4140bdde380d00f06b3ea7a73faf1bb8c8884a3774fb513ee7c3a,234,239,12962,13259,"\begin{prop}\ollabel{prop:enum-bij} که $f\colon \PosInt \to A$ يوه !!{surjective} تابع وي (يعنې د~$A$ شمېرنه وي)، نو يوه !!a{bijection} $g\colon Z \to A$ شته چې $Z$ يا~$\PosInt$ وي يا د کوم~$n \in \PosInt$ دپاره $\{1, \dots, n\}$ وي۔ \end{prop}",pending,,,,,No stable verified line-to-page mapping currently contains this semantic segment; no page was guessed.,evidence/SEGMENT_CANON_USE.jsonl,8b255fbd4cc87bf05c1d8d6412b77321c3f51fdeee8207bb91d66ceadea5b3df,"In Pakistani Pashto mathematical prose, is «د شمېر وړ / د شمېر نۀ وړ» the clearest conventional rendering of “enumerable / countable / uncountable” while preserving the distinctions in the rationale? If not, what exact replacement and inflected forms should be used?"
TERM-ENUMERABLE,ps-Arab-PK-OCC-003276,terminology,high,medium,true,OLP-0029,OLP-0029-B031,سټونه، تابعې او اړيکې,د سټونو کچه,شمېرنې او \usetoken{S}{enumerable} سټونه,enumerable / countable / uncountable,enumerable / countable / uncountable,د شمېر وړ / د شمېر نۀ وړ,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,bf6be35c0e393cb6e1d227f8e9024df4216792e663f23beb7277045487acfa67,233,242,9749,10386,"\begin{proof} We define the function $g$ recursively: Let $g(1) = f(1)$. If $g(i)$ has already been defined, let $g(i+1)$ be the first value of $f(1)$, $f(2)$, \dots{} not already among $g(1)$, \dots, $g(i)$, if there is one. If $A$ has just $n$ !!{element}s, then $g(1)$, \dots, $g(n)$ are all defined, and so we have defined a function $g\colon \{1, \dots, n\} \to A$. If $A$ has infinitely many !!{element}s, then for any $i$ there must be !!a{element} of~$A$ in the enumeration $f(1)$, $f(2)$, \dots, which is not a…",ps-Arab-PK/content/sets-functions-relations/size-of-sets/enumerability.tex,9b2c62c858b4140bdde380d00f06b3ea7a73faf1bb8c8884a3774fb513ee7c3a,241,252,13261,14179,"\begin{proof} تابع $g$ په بازګشتي ډول تعريفوو: فرض کړئ $g(1) = f(1)$۔ که $g(i)$ له مخکښې تعريف شوے وي، نو $g(i+1)$ د $f(1)$، $f(2)$، \dots{} لومړے هغه قيمت وټاکئ چې تر اوسه په $g(1)$، \dots، $g(i)$ کښې نۀ وي، که داسې قيمت شته وي۔ که $A$ يوازې $n$ !!{element}s ولري، نو $g(1)$، \dots، $g(n)$ ټول تعريف شوي دي، او په دې ډول مو يوه تابع $g\colon \{1, \dots, n\} \to A$ تعريف کړې ده۔ که $A$ نامتناهي شمېر !!{element}s ولري، نو د هر $i$ دپاره بايد د $f(1)$، $f(2)$، \dots په شمېرنه کښې د~$A$ يو داسې !!a{element} وي چې تر او…",pending,,,,,No stable verified line-to-page mapping currently contains this semantic segment; no page was guessed.,evidence/SEGMENT_CANON_USE.jsonl,8b255fbd4cc87bf05c1d8d6412b77321c3f51fdeee8207bb91d66ceadea5b3df,"In Pakistani Pashto mathematical prose, is «د شمېر وړ / د شمېر نۀ وړ» the clearest conventional rendering of “enumerable / countable / uncountable” while preserving the distinctions in the rationale? If not, what exact replacement and inflected forms should be used?"
TERM-ENUMERABLE,ps-Arab-PK-OCC-003277,terminology,high,medium,true,OLP-0029,OLP-0029-B032,سټونه، تابعې او اړيکې,د سټونو کچه,شمېرنې او \usetoken{S}{enumerable} سټونه,enumerable / countable / uncountable,enumerable / countable / uncountable,د شمېر وړ / د شمېر نۀ وړ,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,bf6be35c0e393cb6e1d227f8e9024df4216792e663f23beb7277045487acfa67,244,250,10390,10766,"The function $g$ is !!{surjective}, since any element of~$A$ is among $f(1)$, $f(2)$, \dots{} (since $f$ is !!{surjective}) and so will eventually be a value of~$g(i)$ for some~$i$. It is also !!{injective}, since if there were $j < i$ such that $g(j) = g(i)$, then $g(i)$ would already be among $g(1)$, \dots, $g(i-1)$, contrary to how we defined~$g$. \end{proof}",ps-Arab-PK/content/sets-functions-relations/size-of-sets/enumerability.tex,9b2c62c858b4140bdde380d00f06b3ea7a73faf1bb8c8884a3774fb513ee7c3a,254,260,14183,14694,تابع $g$ !!{surjective} ده، ځکه چې د~$A$ هر غړے په $f(1)$، $f(2)$، \dots{} کښې دے (ځکه چې $f$ !!{surjective} ده) او له دې کبله به بالاخره د کوم~$i$ دپاره د~$g(i)$ قيمت شي۔ دا !!{injective} هم ده، ځکه چې که داسې $j < i$ واے چې $g(j) = g(i)$ واے، نو $g(i)$ به له مخکښې په $g(1)$، \dots، $g(i-1)$ کښې و، چې زموږ د~$g$ له تعريف سره په ټکر کښې دے۔ \end{proof},pending,,,,,No stable verified line-to-page mapping currently contains this semantic segment; no page was guessed.,evidence/SEGMENT_CANON_USE.jsonl,8b255fbd4cc87bf05c1d8d6412b77321c3f51fdeee8207bb91d66ceadea5b3df,"In Pakistani Pashto mathematical prose, is «د شمېر وړ / د شمېر نۀ وړ» the clearest conventional rendering of “enumerable / countable / uncountable” while preserving the distinctions in the rationale? If not, what exact replacement and inflected forms should be used?"
TERM-ENUMERABLE,ps-Arab-PK-OCC-003278,terminology,high,medium,true,OLP-0029,OLP-0029-B033,سټونه، تابعې او اړيکې,د سټونو کچه,شمېرنې او \usetoken{S}{enumerable} سټونه,enumerable / countable / uncountable,enumerable / countable / uncountable,د شمېر وړ / د شمېر نۀ وړ,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,bf6be35c0e393cb6e1d227f8e9024df4216792e663f23beb7277045487acfa67,252,256,10768,10976,"\begin{cor}\ollabel{cor:enum-nat-bij} A set $A$ is !!{enumerable} iff it is empty or there is !!a{bijection} $f\colon N \to A$ where either $N = \Nat$ or $N = \{0, \dots, n\}$ for some $n \in \Nat$. \end{cor}",ps-Arab-PK/content/sets-functions-relations/size-of-sets/enumerability.tex,9b2c62c858b4140bdde380d00f06b3ea7a73faf1bb8c8884a3774fb513ee7c3a,262,266,14696,14970,"\begin{cor}\ollabel{cor:enum-nat-bij} سټ $A$ هله او يوازې هله !!{enumerable} دے چې تش وي يا يوه !!a{bijection} $f\colon N \to A$ شته وي، چې يا $N = \Nat$ وي يا د کوم $n \in \Nat$ دپاره $N = \{0, \dots, n\}$ وي۔ \end{cor}",pending,,,,,No stable verified line-to-page mapping currently contains this semantic segment; no page was guessed.,evidence/SEGMENT_CANON_USE.jsonl,8b255fbd4cc87bf05c1d8d6412b77321c3f51fdeee8207bb91d66ceadea5b3df,"In Pakistani Pashto mathematical prose, is «د شمېر وړ / د شمېر نۀ وړ» the clearest conventional rendering of “enumerable / countable / uncountable” while preserving the distinctions in the rationale? If not, what exact replacement and inflected forms should be used?"
TERM-ENUMERABLE,ps-Arab-PK-OCC-003279,terminology,high,medium,true,OLP-0029,OLP-0029-B034,سټونه، تابعې او اړيکې,د سټونو کچه,شمېرنې او \usetoken{S}{enumerable} سټونه,enumerable / countable / uncountable,enumerable / countable / uncountable,د شمېر وړ / د شمېر نۀ وړ,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,bf6be35c0e393cb6e1d227f8e9024df4216792e663f23beb7277045487acfa67,258,266,10978,11452,"\begin{proof} $A$ is !!{enumerable} iff $A$ is empty or there is !!a{surjective} $f\colon \PosInt \to A$. By \olref{prop:enum-bij}, the latter holds iff there is !!a{bijective} function~$f\colon Z \to A$ where $Z = \PosInt$ or $Z = \{1, \dots, n\}$ for some $n \in \PosInt$. By the same argument as in the proof of \olref{prop:enum-shift}, that in turn is the case iff there is !!a{bijection} $g\colon N \to A$ where either $N = \Nat$ or $N = \{0, \dots, n-1\}$. \end{proof}",ps-Arab-PK/content/sets-functions-relations/size-of-sets/enumerability.tex,9b2c62c858b4140bdde380d00f06b3ea7a73faf1bb8c8884a3774fb513ee7c3a,268,278,14972,15654,"\begin{proof} $A$ هله او يوازې هله !!{enumerable} دے چې $A$ تش وي يا يوه !!a{surjective} $f\colon \PosInt \to A$ شته وي۔ د \olref{prop:enum-bij} له مخې، وروستۍ خبره هله او يوازې هله سمه ده چې يوه !!a{bijective} تابع~$f\colon Z \to A$ شته وي، چې $Z = \PosInt$ يا د کوم $n \in \PosInt$ دپاره $Z = \{1, \dots, n\}$ وي۔ د \olref{prop:enum-shift} د ثبوت د هماغه استدلال له مخې، دا بيا هله او يوازې هله سمه ده چې يوه !!a{bijection} $g\colon N \to A$ شته وي، چې يا $N = \Nat$ وي يا $N = \{0, \dots, n-1\}$ وي۔ \end{proof}",pending,,,,,No stable verified line-to-page mapping currently contains this semantic segment; no page was guessed.,evidence/SEGMENT_CANON_USE.jsonl,8b255fbd4cc87bf05c1d8d6412b77321c3f51fdeee8207bb91d66ceadea5b3df,"In Pakistani Pashto mathematical prose, is «د شمېر وړ / د شمېر نۀ وړ» the clearest conventional rendering of “enumerable / countable / uncountable” while preserving the distinctions in the rationale? If not, what exact replacement and inflected forms should be used?"
TERM-ENUMERABLE,ps-Arab-PK-OCC-003280,terminology,high,medium,true,OLP-0029,OLP-0029-B035,سټونه، تابعې او اړيکې,د سټونو کچه,شمېرنې او \usetoken{S}{enumerable} سټونه,enumerable / countable / uncountable,enumerable / countable / uncountable,د شمېر وړ / د شمېر نۀ وړ,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,bf6be35c0e393cb6e1d227f8e9024df4216792e663f23beb7277045487acfa67,268,277,11454,11989,"\begin{prob} According to \olref[sfr][siz][enm]{defn:enumerable}, a set $A$ is enumerable iff $A = \emptyset$ or there is !!a{surjective} $f\colon \PosInt \to A$. It is also possible to define ``!!{enumerable} set'' precisely by: a set is enumerable iff there is !!a{injective} function $g\colon A \to \PosInt$. Show that the definitions are equivalent, i.e., show that there is !!a{injective} function $g\colon A \to \PosInt$ iff either $A = \emptyset$ or there is !!a{surjective} $f\colon \PosInt \to A$. \end{prob}",ps-Arab-PK/content/sets-functions-relations/size-of-sets/enumerability.tex,9b2c62c858b4140bdde380d00f06b3ea7a73faf1bb8c8884a3774fb513ee7c3a,280,290,15656,16384,\begin{prob} د \olref[sfr][siz][enm]{defn:enumerable} له مخې، سټ $A$ هله او يوازې هله د شمېر وړ دے چې $A = \emptyset$ وي يا يوه !!a{surjective} $f\colon \PosInt \to A$ شته وي۔ «!!{enumerable} سټ» په کره ډول داسې هم تعريفولے شو: سټ هله او يوازې هله د شمېر وړ دے چې يوه !!a{injective} تابع $g\colon A \to \PosInt$ شته وي۔ وښيئ چې تعريفونه همارزښته دي؛ يعنې وښيئ چې يوه !!a{injective} تابع $g\colon A \to \PosInt$ هله او يوازې هله شته چې يا $A = \emptyset$ وي يا يوه !!a{surjective} $f\colon \PosInt \to A$ شته وي۔ \end{pr…,pending,,,,,No stable verified line-to-page mapping currently contains this semantic segment; no page was guessed.,evidence/SEGMENT_CANON_USE.jsonl,8b255fbd4cc87bf05c1d8d6412b77321c3f51fdeee8207bb91d66ceadea5b3df,"In Pakistani Pashto mathematical prose, is «د شمېر وړ / د شمېر نۀ وړ» the clearest conventional rendering of “enumerable / countable / uncountable” while preserving the distinctions in the rationale? If not, what exact replacement and inflected forms should be used?"
TERM-ENUMERABLE,ps-Arab-PK-OCC-003281,terminology,high,medium,true,OLP-0030,OLP-0030-B005,سټونه، تابعې او اړيکې,د سټونو کچه,د کانتور د زيګزاګ طريقه,enumerable / countable / uncountable,enumerable / countable / uncountable,د شمېر وړ / د شمېر نۀ وړ,upstream/content/sets-functions-relations/size-of-sets/zig-zag.tex,514c709d325dd5496ee321828b0c4a0e7eea089a58d3f2ecde05128b9e7daf26,11,11,186,221,\olsection{Cantor's Zig-Zag Method},ps-Arab-PK/content/sets-functions-relations/size-of-sets/zig-zag.tex,4f2ce523f785eaf60f8b4baab9ec701c229c51bf872ea0fe8b6bfdc40354e94e,11,11,186,240,\olsection{د کانتور د زيګزاګ طريقه},pending,,,,,No stable verified line-to-page mapping currently contains this semantic segment; no page was guessed.,evidence/SEGMENT_CANON_USE.jsonl,8b255fbd4cc87bf05c1d8d6412b77321c3f51fdeee8207bb91d66ceadea5b3df,"In Pakistani Pashto mathematical prose, is «د شمېر وړ / د شمېر نۀ وړ» the clearest conventional rendering of “enumerable / countable / uncountable” while preserving the distinctions in the rationale? If not, what exact replacement and inflected forms should be used?"
